id,content,title,publisher,url,publishedAt,symbols,description
9fd86119-712b-33fe-932c-63729ca9cde3,"{'id': '9fd86119-712b-33fe-932c-63729ca9cde3', 'contentType': 'STORY', 'title': 'India regulator still reviewing more than a dozen allegations against Adani, sources say', 'description': '', 'summary': ""India's market regulator is still looking into more than a dozen allegations that Adani Group and its offshore funds broke securities regulations, two sources with direct knowledge of the investigations said on Friday.  They spoke a day after the Securities and Exchange Board of India (SEBI) dismissed two allegations - one of stock manipulation, the other non-disclosure of related party transactions - made two years ago against Adani by U.S. short-seller Hindenburg Research.  The conglomerate owned by billionaire Gautam Adani - which includes infrastructure giants Adani Ports (APSE.NS) and Adani Power (ADAN.NS) as well as his flagship Adani Enterprises - has regularly dismissed all the allegations by Hindenburg as baseless."", 'pubDate': '2025-09-19T20:08:42Z', 'displayTime': '2025-09-19T20:08:42Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/f5b644d49dbd6dd5d0b1cb7b4eefa6bf', 'originalWidth': 800, 'originalHeight': 536, 'caption': 'FILE PHOTO: The logo of the Adani Group is seen on the facade of its Corporate House on the outskirts of Ahmedabad, India, November 22, 2024. REUTERS/Amit Dave/File Photo', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/ul2URxc_8.WjBZjNcyvKHg--~B/aD01MzY7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/f5b644d49dbd6dd5d0b1cb7b4eefa6bf', 'width': 800, 'height': 536, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/ro5BtpMJQcb4v.wiH9C_Uw--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/f5b644d49dbd6dd5d0b1cb7b4eefa6bf', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/india-regulator-still-reviewing-more-200842661.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/india-regulator-still-reviewing-more-200842661.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
a1c3e4db-b270-3dfe-94fe-48347741a43c,"{'id': 'a1c3e4db-b270-3dfe-94fe-48347741a43c', 'contentType': 'STORY', 'title': ""India's SEBI dismisses Hindenburg allegations against Adani group"", 'description': '', 'summary': 'The Securities and Exchange Board of India on Thursday dismissed allegations of stock manipulation against billionaire Gautam Adani and his group of companies made by U.S. short-seller Hindenburg Research.  SEBI began investigating Adani Group companies, including  Adani Ports, Adani Power and Adani Enterprises, in 2023 after Hindenburg accused them of using tax havens and failing to disclose transactions between related parties.', 'pubDate': '2025-09-18T15:04:57Z', 'displayTime': '2025-09-18T15:04:57Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/37ce8c0aedd6c2187f1b2796a804f789', 'originalWidth': 800, 'originalHeight': 533, 'caption': 'The logo of the Adani Group is seen on the facade of its Corporate House on the outskirts of Ahmedabad, India, November 21, 2024. REUTERS/Amit Dave/ File Photo', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/xYEQ7xCMz_qzQT0EyGFO_A--~B/aD01MzM7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/37ce8c0aedd6c2187f1b2796a804f789', 'width': 800, 'height': 533, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/25lEI7tDJN0C6igtlscX8g--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/37ce8c0aedd6c2187f1b2796a804f789', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/indias-sebi-dismisses-hindenburg-allegations-150457569.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indias-sebi-dismisses-hindenburg-allegations-150457569.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
8eca5e20-06c8-308a-9494-07be97e5e8fc,"{'id': '8eca5e20-06c8-308a-9494-07be97e5e8fc', 'contentType': 'STORY', 'title': ""India's Adani Ports posts quarterly profit rise on cargo volume growth"", 'description': '', 'summary': ""India's biggest private port operator is seen as a proxy for long-term infrastructure prospects in the world's fastest growing major economy.  The company operates 15 domestic ports and terminals, and four international ones - including one in Haifa, a major port city in Israel.  The Haifa port clocked highest quarterly revenue and operating core profits since the group acquired and privatised it in 2022, Adani Ports said."", 'pubDate': '2025-08-05T08:19:10Z', 'displayTime': '2025-08-05T08:19:10Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/5be73ef9260533cbdec393658068525d', 'originalWidth': 800, 'originalHeight': 531, 'caption': 'The logo of the Adani Group is seen on the facade of one of its buildings on the outskirts of Ahmedabad', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Td3lDgWl98rYpBYg8uiJ9Q--~B/aD01MzE7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/5be73ef9260533cbdec393658068525d', 'width': 800, 'height': 531, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/TpYJpW4S4g5TQ0Q8FWPZHw--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/5be73ef9260533cbdec393658068525d', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/indias-adani-ports-posts-quarterly-081910900.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indias-adani-ports-posts-quarterly-081910900.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
09cecf9f-4d69-37bf-9f9c-ae163f46d460,"{'id': '09cecf9f-4d69-37bf-9f9c-ae163f46d460', 'contentType': 'STORY', 'title': 'Update: Market Chatter: Mitsubishi UFJ in Talks With Adani Units to Offer $250 Million Offshore Loans', 'description': '', 'summary': '(Updates with Adani Group comments in the fifth paragraph.) Mitsubishi UFJ Financial Group (MUFG)', 'pubDate': '2025-07-10T11:07:32Z', 'displayTime': '2025-07-10T11:07:32Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': None, 'provider': {'displayName': 'MT Newswires', 'url': 'https://www.mtnewswires.com/'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/news/market-chatter-mitsubishi-ufj-talks-110732429.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/market-chatter-mitsubishi-ufj-talks-110732429.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': True, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
57ffd9dd-ce76-33c7-a956-c86d3178aef5,"{'id': '57ffd9dd-ce76-33c7-a956-c86d3178aef5', 'contentType': 'STORY', 'title': 'Market Chatter: Mitsubishi UFJ in Talks With Adani Units to Offer $250 Million Offshore Loans', 'description': '', 'summary': 'Mitsubishi UFJ Financial Group (MUFG) is in discussions with two Adani Group units to provide $250 m', 'pubDate': '2025-07-09T13:55:12Z', 'displayTime': '2025-07-09T13:55:12Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': None, 'provider': {'displayName': 'MT Newswires', 'url': 'https://www.mtnewswires.com/'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/news/market-chatter-mitsubishi-ufj-talks-135512364.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/market-chatter-mitsubishi-ufj-talks-135512364.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': True, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
fde14739-aa0d-3e02-a618-81d4b9004b77,"{'id': 'fde14739-aa0d-3e02-a618-81d4b9004b77', 'contentType': 'STORY', 'title': ""Adani Ports' bond sale draws LIC interest on India market return, sources say"", 'description': '', 'summary': ""MUMBAI (Reuters) -Adani Ports and Special Economic Zone, India's largest private port operator, has placed its longest-tenor debt with state-run Life Insurance Corporation of India, two sources familiar with the matter said on Thursday.  The company raised 50 billion rupees ($585.33 million) through the sale of bonds maturing in 15 years at 7.75% annual coupon and the debentures were fully bought by LIC, the sources said, declining to be identified as they are not authorised to speak to the media.  The bonds were issued at the lowest spread over the corresponding government bond yield in the last seven years."", 'pubDate': '2025-05-29T09:34:04Z', 'displayTime': '2025-05-29T09:34:04Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/0e26203c2a9cd940cb52bfd913d11b27', 'originalWidth': 800, 'originalHeight': 545, 'caption': 'A logo of the Adani Group is seen on a commercial complex in Mumbai', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Vmug64UhCeBAqNw.EOBNJw--~B/aD01NDU7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/0e26203c2a9cd940cb52bfd913d11b27', 'width': 800, 'height': 545, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/7yImVhAhuYpQGVY_RCxJ.w--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/0e26203c2a9cd940cb52bfd913d11b27', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/adani-ports-bond-sale-draws-093404516.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/adani-ports-bond-sale-draws-093404516.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
ead73589-091b-355b-b10b-bd1f5026a912,"{'id': 'ead73589-091b-355b-b10b-bd1f5026a912', 'contentType': 'STORY', 'title': ""India's Adani Ports plans local debt market comeback after 17 months, bankers say"", 'description': '', 'summary': ""MUMBAI (Reuters) -Adani Ports and Special Economic Zone, India's largest private port operator, plans a return to the domestic bond market after a 17-month hiatus in what could be its largest-ever rupee denominated debt issue, three merchant bankers said on Wednesday.  The Adani group did not immediately respond to a Reuters email seeking comments.  It would also be the first time since early 2024 that the company will tap local bond market for funds."", 'pubDate': '2025-05-28T06:42:28Z', 'displayTime': '2025-05-28T06:42:28Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/348c4c01ee1734482ed76150f71d4f2a', 'originalWidth': 800, 'originalHeight': 536, 'caption': 'FILE PHOTO: The logo of the Adani Group is seen on the facade of its Corporate House on the outskirts of Ahmedabad', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/ismzhMvjyTLqtVnAP1NIHw--~B/aD01MzY7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/348c4c01ee1734482ed76150f71d4f2a', 'width': 800, 'height': 536, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/M8WnElMpaXmDgZHac5AM1g--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/348c4c01ee1734482ed76150f71d4f2a', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/indias-adani-ports-plans-15-064228425.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indias-adani-ports-plans-15-064228425.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
42ad225f-421a-3b55-8e20-0195bd0048f2,"{'id': '42ad225f-421a-3b55-8e20-0195bd0048f2', 'contentType': 'STORY', 'title': 'Adani Ports to acquire Abbot Point Port for $2.54bn', 'description': '', 'summary': 'The acquisition entails 100% ownership of APPH, which runs the North Queensland Export Terminal (NQXT).', 'pubDate': '2025-04-23T16:26:31Z', 'displayTime': '2025-04-23T16:26:31Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/ship_technology_324/637c7d324b97aff200f36a988e605118', 'originalWidth': 1440, 'originalHeight': 810, 'caption': 'NQXT is a multi-user export terminal situated at the Port of Abbot Point in North Queensland. Credit: Adani Ports and Special Economic Zone', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/zhK3vVrh_btghK4osEao0Q--~B/aD04MTA7dz0xNDQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ship_technology_324/637c7d324b97aff200f36a988e605118', 'width': 1440, 'height': 810, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/5I3UCTQTDZnQAn6SyWdTmQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/ship_technology_324/637c7d324b97aff200f36a988e605118', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Ship Technology', 'url': 'https://www.globaldata.com/'}, 'canonicalUrl': {'url': 'https://www.ship-technology.com/news/adani-ports-abbot-point-port/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/adani-ports-acquires-abbot-point-162631975.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
083cca0b-128c-37c5-9553-177138e3f6b8,"{'id': '083cca0b-128c-37c5-9553-177138e3f6b8', 'contentType': 'STORY', 'title': ""India's Adani Ports buys Australian terminal in $2.5-billion deal"", 'description': '', 'summary': 'As a part of the deal, Adani Port will issue 143.8 million shares to Carmichael Rail and Port Singapore Holdings to buy Abbot Point Port Holdings, which owns and operates the North Queensland Export Terminal, the port operator said.  North Queensland Export Terminal, which is a deep-water coal export terminal with a capacity of 50 million tonnes per annum, was purchased by Adani Ports in 2011 before it was sold to the Adani family in 2013 in a $2 billion deal.', 'pubDate': '2025-04-17T14:31:06Z', 'displayTime': '2025-04-17T14:31:06Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/0ec3c5d73cb7ca64dd8a33cf1daac057', 'originalWidth': 800, 'originalHeight': 533, 'caption': 'Indian billionaire Adani attends 51st Gems and Jewellery Awards in Jaipur', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/PVZB2SOXYOZ66nciu6WaIw--~B/aD01MzM7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/0ec3c5d73cb7ca64dd8a33cf1daac057', 'width': 800, 'height': 533, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/MsEglN78ECqKiC9DnsTB6w--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/0ec3c5d73cb7ca64dd8a33cf1daac057', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/indian-billionaire-adani-sell-australia-143106291.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indian-billionaire-adani-sell-australia-143106291.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
7f5d4c71-d11f-33f4-8d07-1a401b84292e,"{'id': '7f5d4c71-d11f-33f4-8d07-1a401b84292e', 'contentType': 'STORY', 'title': 'Adani Ports & Special Economic Zone Ltd (BOM:532921) Q3 2025 Earnings Call Highlights: ...', 'description': '', 'summary': 'Adani Ports reports robust revenue and profit growth, upgrades FY25 guidance, and outlines strategic initiatives for future expansion.', 'pubDate': '2025-02-05T01:00:27Z', 'displayTime': '2025-02-05T01:00:27Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': None, 'provider': {'displayName': 'GuruFocus.com', 'url': 'http://www.gurufocus.com/'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/news/adani-ports-special-economic-zone-010027346.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/adani-ports-special-economic-zone-010027346.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}",N/A,N/A,N/A,N/A,N/A,N/A
